Id,LotArea,YearBuilt,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars
557,14850,1957,GasA,Y,1,0,2,6,1
558,11040,1920,GasA,Y,1,1,3,7,1
559,21872,1996,GasA,Y,2,1,3,6,2
560,3196,2003,GasA,Y,2,0,2,7,2
561,11341,1957,GasA,Y,1,1,3,5,2
562,10010,1974,GasA,Y,1,0,2,6,2
563,13907,1940,GasA,Y,1,0,3,6,0
564,21780,1918,GasA,Y,2,0,4,8,2
565,13346,1992,GasA,Y,2,1,4,9,2
566,6858,1915,GasA,N,1,1,4,6,1
567,11198,2005,GasA,Y,2,1,4,11,3
568,10171,2004,GasA,Y,2,0,3,7,2
569,12327,1983,GasA,Y,1,1,1,5,2
570,7032,1979,GasA,Y,1,0,2,4,2
571,13101,1965,GasA,Y,2,0,6,10,2
572,7332,1959,GasA,Y,1,0,2,4,1
573,13159,2009,GasA,Y,2,1,3,6,2
574,9967,2000,GasA,Y,2,1,3,8,2
575,10500,1971,GasA,Y,1,0,3,5,1
576,8480,1947,GasA,Y,1,0,2,6,1
577,6292,1928,GasA,Y,2,0,3,6,1
578,11777,1966,GasA,Y,1,0,3,6,2
579,3604,2007,GasA,Y,2,0,2,5,2
580,12150,1954,GasA,N,2,0,4,7,1
581,14585,1960,GasA,Y,1,0,3,7,2
582,12704,2008,GasA,Y,2,1,3,8,3
583,11841,1990,GasA,Y,1,0,3,5,0
584,13500,1893,GasA,Y,3,1,3,9,2
585,6120,1935,GasA,Y,1,0,3,6,1
586,11443,2005,GasA,Y,2,0,2,7,3
587,10267,1918,GasA,Y,1,0,2,5,1
588,8740,1982,GasA,Y,1,0,2,4,2
589,25095,1968,GasA,Y,1,0,1,5,1
590,9100,1930,GasA,Y,1,0,2,4,1
591,8320,2004,GasA,Y,2,1,3,6,2
592,13478,2008,GasA,Y,2,1,3,10,3
593,6600,1982,GasA,Y,1,0,2,4,2
594,4435,2003,GasA,Y,1,0,1,4,2
595,7990,1975,GasA,Y,1,0,3,5,1
596,11302,2005,GasA,Y,2,0,3,7,3
597,3600,1910,GasA,N,1,0,3,7,1
598,3922,2006,GasA,Y,0,2,2,7,3
599,12984,1977,GasA,Y,2,0,3,7,2
600,1950,1980,GasA,Y,2,1,3,6,2
601,10927,2005,GasA,Y,2,1,3,8,2
602,9000,1937,GasA,Y,1,1,3,6,1
603,10041,1992,GasA,Y,2,1,3,8,2
604,3182,2004,GasA,Y,2,1,2,4,2
605,12803,2002,GasA,Y,2,0,3,6,2
606,13600,1965,GasA,Y,2,1,3,7,2
607,12464,1996,GasA,Y,1,0,3,6,2
608,7800,1948,GasA,Y,3,0,3,8,1
609,12168,1934,GasA,Y,2,1,4,10,2
610,7943,1961,GasA,Y,1,0,3,5,1
611,11050,2000,GasA,Y,2,1,3,8,3
612,10395,1978,GasA,Y,2,0,3,6,2
613,11885,2001,GasA,Y,2,1,3,7,2
614,8402,2007,GasA,Y,1,0,3,6,0
615,1491,1972,GasA,Y,1,0,1,3,0
616,8800,1963,GasA,Y,1,0,3,6,2
617,7861,2002,GasA,Y,2,1,3,7,2
618,7227,1954,GasA,Y,1,0,2,4,2
619,11694,2007,GasA,Y,2,0,3,9,3
620,12244,2003,GasA,Y,2,1,4,10,3
621,8248,1914,GasA,N,1,0,2,5,0
622,10800,1974,GasA,Y,2,1,4,9,2
623,7064,1977,GasA,Y,1,0,3,6,2
624,2117,2000,GasA,Y,2,1,2,4,2
625,10400,1972,GasA,Y,1,2,4,8,2
626,10000,1962,GasA,Y,1,1,3,5,2
627,12342,1960,GasA,Y,1,0,3,6,1
628,9600,1955,GasA,Y,1,0,3,7,1
629,11606,1969,GasA,Y,1,2,5,9,2
630,9020,1964,GasA,Y,1,1,3,6,2
631,9000,1880,GasA,Y,1,0,3,8,1
632,4590,2006,GasA,Y,2,0,2,6,2
633,11900,1977,GasA,Y,2,0,3,6,2
634,9250,1954,GasA,Y,1,0,3,6,1
635,6979,1980,GasA,Y,0,0,0,4,2
636,10896,1914,GasA,Y,2,0,8,14,0
637,6120,1936,Grav,N,1,0,1,4,0
638,6000,1954,GasA,Y,2,0,3,7,1
639,8777,1910,GasA,Y,1,0,2,4,0
640,3982,2006,GasA,Y,2,0,1,7,3
641,12677,2003,GasA,Y,1,1,1,6,2
642,7050,2001,GasA,Y,2,1,3,7,2
643,13860,1972,GasA,Y,2,1,4,9,2
644,10793,1969,GasA,Y,2,1,4,7,2
645,9187,2009,GasA,Y,2,1,2,7,3
646,10530,1971,GasA,Y,1,1,3,5,2
647,7200,1950,GasA,Y,1,0,3,7,2
648,10452,1953,GasA,Y,1,0,3,5,2
649,7700,1966,GasA,Y,1,1,4,7,2
650,1936,1970,GasA,Y,1,0,1,3,0
651,8125,2007,GasA,Y,2,1,3,7,2
652,9084,1940,GasA,Y,1,0,4,7,1
653,8750,1996,GasA,Y,2,1,2,7,2
654,10320,1906,GasA,Y,1,0,3,7,1
655,10437,1995,GasA,Y,2,1,2,7,3
656,1680,1971,GasA,Y,1,1,3,6,1
657,10007,1959,GasA,Y,1,1,3,5,1
658,7200,1931,GasA,Y,1,1,3,6,1
659,17503,1948,GasA,Y,1,0,3,6,1
660,9937,1964,GasA,Y,1,0,3,7,2
661,12384,1976,GasA,Y,2,1,3,7,2
662,46589,1994,GasA,Y,2,1,4,8,3
663,13560,1968,GasA,Y,1,0,2,5,2
664,10012,1972,GasA,Y,2,0,3,6,2
665,20896,2005,GasA,Y,1,1,1,8,3
666,11194,2000,GasA,Y,2,1,3,7,2
667,18450,1965,GasA,Y,2,1,3,7,2
668,8125,1994,GasA,Y,2,0,3,7,2
669,14175,1956,GasA,Y,1,1,3,6,2
670,11600,1922,GasA,Y,1,0,2,5,1
671,8633,2005,GasA,Y,2,1,3,7,2
672,6629,1925,GasA,N,2,0,3,6,1
673,11250,1977,GasA,Y,1,1,3,6,2
674,14442,1957,GasA,Y,2,0,3,7,2
675,9200,1965,GasA,Y,1,0,3,5,1
676,2289,1978,GasA,Y,2,1,3,7,2
677,9600,1900,GasW,N,2,0,4,8,3
678,9022,1924,GasA,Y,1,0,2,5,1
679,11844,2008,GasA,Y,2,1,3,7,3
680,9945,1961,GasA,Y,1,0,3,5,2
681,8012,1980,GasA,Y,2,0,2,5,1
682,4500,1932,GasA,Y,1,0,3,6,1
683,2887,1996,GasA,Y,1,0,2,6,2
684,11248,2002,GasA,Y,2,0,3,7,3
685,16770,1998,GasA,Y,2,1,4,7,2
686,5062,1984,GasA,Y,2,0,3,6,2
687,10207,2007,GasA,Y,3,0,3,7,2
688,5105,2004,GasA,Y,2,1,2,4,2
689,8089,2007,GasA,Y,2,0,2,7,2
690,7577,2005,GasA,Y,2,0,2,6,2
691,4426,2004,GasA,Y,1,0,1,3,2
692,21535,1994,GasA,Y,3,1,4,10,3
693,26178,1989,GasA,Y,2,1,4,9,2
694,5400,1921,GasA,Y,1,0,2,4,1
695,6120,1936,GasA,Y,1,1,3,5,2
696,13811,1987,GasA,Y,2,0,2,5,2
697,6000,1921,GasA,Y,1,0,2,4,1
698,6420,1952,GasA,Y,1,0,2,6,1
699,8450,1965,GasA,Y,1,0,3,5,1
700,4282,2004,GasA,Y,2,0,2,5,2
701,14331,2002,GasA,Y,2,0,3,7,3
702,9600,1969,GasA,Y,1,1,3,6,2
703,12438,2006,GasA,Y,2,1,4,10,3
704,7630,1900,GasA,Y,2,0,4,8,2
705,8400,2004,GasA,Y,2,0,3,7,2
706,5600,1930,GasA,N,2,0,3,7,0
707,115149,1971,GasA,Y,2,0,2,5,2
708,6240,2006,GasA,Y,2,0,2,6,2
709,9018,2007,GasA,Y,2,1,3,8,2
710,7162,1966,GasA,Y,1,0,3,6,1
711,4130,1935,GasA,Y,1,0,2,5,0
712,8712,1900,GasA,Y,1,0,2,7,1
713,4671,1988,GasA,Y,2,0,2,5,2
714,9873,1970,GasW,N,1,0,3,6,2
715,13517,1976,GasA,Y,2,1,3,6,2
716,10140,1974,GasA,Y,2,0,3,7,2
717,10800,1890,GasA,Y,1,1,3,8,2
718,10000,1973,GasA,Y,1,1,3,5,2
719,10542,1993,GasA,Y,2,1,3,9,3
720,9920,1969,GasA,Y,1,1,3,5,1
721,6563,1985,GasA,Y,2,0,2,5,2
722,4426,2004,GasA,Y,1,0,1,3,2
723,8120,1970,GasA,Y,1,0,3,5,2
724,8172,1954,GasA,Y,2,0,4,7,1
725,13286,2007,GasA,Y,2,0,3,8,3
726,6960,1970,GasA,Y,1,0,3,5,2
727,21695,1988,GasA,Y,2,0,3,5,2
728,7314,2007,GasA,Y,2,0,2,6,2
729,11475,1958,GasA,Y,2,0,4,9,3
730,6240,1925,GasA,Y,1,0,2,5,2
731,5389,1995,GasA,Y,2,0,2,5,2
732,9590,2003,GasA,Y,2,0,3,6,2
733,11404,1998,GasA,Y,2,1,3,8,2
734,10000,1961,GasA,Y,1,0,3,6,1
735,8978,1968,GasA,Y,1,0,3,6,1
736,10800,1914,GasW,N,1,1,2,6,2
737,8544,1950,GasA,N,2,0,2,6,2
738,10463,2005,GasA,Y,2,1,3,8,3
739,10800,1987,GasA,Y,3,0,3,5,0
740,9313,2004,GasA,Y,2,1,3,7,2
741,9600,1910,GasA,Y,2,0,2,7,2
742,6768,1961,GasA,Y,1,0,3,5,1
743,8450,2000,GasA,Y,2,0,3,6,2
744,12886,1963,GasA,Y,2,0,3,6,2
745,5395,1993,GasA,Y,2,0,2,5,2
746,8963,1976,GasA,Y,3,1,4,11,2
747,8795,2000,GasA,Y,2,1,4,8,2
748,11700,1880,GasW,N,1,1,4,8,4
749,10593,1996,GasA,Y,2,0,3,7,2
750,8405,1945,Wall,N,2,0,4,9,1
751,8800,1910,GasA,Y,1,0,3,7,0
752,7750,2003,GasA,Y,2,1,3,6,2
753,9236,1997,GasA,Y,2,0,3,6,2
754,10240,2005,GasA,Y,2,1,3,8,3
755,7930,1969,GasA,Y,1,0,3,5,2
756,3230,1999,GasA,Y,2,1,3,6,2
757,10769,2007,GasA,Y,2,1,3,7,2
758,11616,1978,GasA,Y,2,1,3,6,2
759,2280,1999,GasA,Y,2,1,3,6,2
760,12257,1995,GasA,Y,2,1,4,9,3
761,9100,1959,GasA,Y,1,0,2,5,1
762,6911,1924,GasA,Y,1,0,2,5,2
763,8640,2009,GasA,Y,2,1,3,7,2
764,9430,1999,GasA,Y,2,1,3,8,3
765,9549,1995,GasA,Y,1,1,2,6,2
766,14587,2008,GasA,Y,2,0,2,6,2
767,10421,1988,GasA,Y,2,1,3,7,2
768,12508,1940,GasA,Y,2,0,4,7,1
769,9100,2004,GasA,Y,2,0,3,8,2
770,53504,2003,GasA,Y,3,1,4,12,3
771,7252,1982,GasA,Y,1,0,2,5,2
772,8877,1951,GasA,Y,1,0,2,6,2
773,7819,1976,GasA,Y,1,0,3,6,2
774,10150,1958,GasA,Y,1,0,2,5,1
775,14226,2006,GasA,Y,2,0,3,9,3
776,4500,1998,GasA,Y,2,0,2,5,2
777,11210,2005,GasA,Y,2,0,3,7,3
778,13350,1974,GasA,Y,1,0,3,5,2
779,8400,1977,GasA,Y,2,0,4,10,2
780,10530,1977,GasA,Y,1,0,2,4,2
781,7875,1995,GasA,Y,2,0,3,6,2
782,7153,1992,GasA,Y,2,1,3,7,2
783,16285,2001,GasA,Y,2,0,3,6,2
784,9101,1978,GasA,Y,1,0,1,4,2
785,6300,1914,GasA,Y,2,0,3,9,0
786,9790,1967,GasA,Y,2,0,3,7,2
787,10800,1915,GasA,Y,2,0,4,7,1
788,10142,2004,GasA,Y,2,1,4,8,2
789,6000,1954,GasA,Y,1,0,2,4,1
790,12205,1966,GasA,Y,2,1,5,9,2
791,3182,2005,GasA,Y,2,0,2,5,2
792,11333,1976,GasA,Y,1,0,3,5,2
793,9920,1996,GasA,Y,2,1,3,8,2
794,9158,2007,GasA,Y,2,0,3,7,2
795,10832,1994,GasA,Y,2,1,3,7,2
796,8400,1980,GasA,Y,2,1,3,7,2
797,8197,1977,GasA,Y,1,1,3,7,2
798,7677,1953,GasA,Y,1,0,2,4,1
799,13518,2008,GasA,Y,3,1,4,11,3
800,7200,1937,GasA,Y,1,1,3,7,1
801,12798,1997,GasA,Y,2,1,4,8,2
802,4800,1916,GasA,Y,1,0,2,5,2
803,8199,2005,GasA,Y,2,1,3,7,2
804,13891,2008,GasA,Y,3,1,4,12,3
805,9000,1954,GasA,Y,1,0,2,5,1
806,12274,2008,GasA,Y,2,0,3,6,2
807,9750,1967,GasA,Y,2,0,3,6,1
808,21384,1923,GasA,Y,1,1,3,6,2
809,13400,1966,GasA,Y,1,0,3,6,2
810,8100,1898,GasA,N,2,0,2,11,2
811,10140,1974,GasA,Y,1,1,3,5,2
812,4438,2004,GasA,Y,1,0,1,4,2
813,8712,1952,GasA,N,1,0,2,4,2
814,9750,1958,GasA,Y,1,1,4,7,1
815,8248,1918,GasW,Y,1,1,3,7,1
816,12137,1998,GasA,Y,2,0,3,6,2
817,11425,1954,GasA,Y,1,0,2,4,1
818,13265,2002,GasA,Y,2,0,3,7,3
819,8816,1971,GasA,Y,1,0,3,6,2
820,6371,2009,GasA,Y,2,0,2,6,2
821,7226,2003,GasA,Y,2,1,3,6,2
822,6000,1953,GasA,N,1,0,2,4,2
823,12394,2003,GasA,Y,2,1,3,7,2
824,9900,1940,GasA,Y,2,0,3,7,1
825,11216,2006,GasA,Y,2,0,3,7,2
826,14803,2007,GasA,Y,2,0,2,7,3
827,6130,1924,GasA,Y,1,0,2,5,0
828,8529,2001,GasA,Y,2,0,3,6,2
829,28698,1967,GasA,Y,2,1,3,7,2
830,2544,2005,GasA,Y,2,1,2,4,2
831,11900,1957,GasA,Y,1,1,3,6,2
832,3180,2005,GasA,Y,2,1,2,4,2
833,9548,2003,GasA,Y,2,1,3,7,2
834,10004,1964,GasA,Y,1,1,3,6,2
835,7875,1961,GasA,Y,1,0,3,6,2
836,9600,1950,GasA,Y,2,0,2,4,2
837,8100,1948,GasA,Y,1,0,2,5,2
838,1680,1973,GasA,Y,1,1,2,5,1
839,9525,1995,GasA,Y,1,1,3,6,1
840,11767,1946,GasA,Y,1,0,3,6,1
841,12155,1925,GasA,N,2,0,4,7,1
842,10440,1904,GasA,Y,2,0,3,8,2
843,9020,1966,GasA,Y,1,1,3,6,2
844,8000,1961,GasA,N,2,0,6,10,0
845,12665,1915,GasA,Y,1,1,4,7,3
846,16647,1975,GasA,Y,2,0,3,6,2
847,9317,1993,GasA,Y,2,1,3,7,2
848,15523,1972,GasA,Y,1,0,3,5,1
849,45600,1908,GasA,Y,3,0,5,10,2
850,9600,1976,GasA,Y,2,1,3,7,2
851,4435,2003,GasA,Y,1,0,1,3,2
852,3196,2003,GasA,Y,2,0,2,7,2
853,7128,1941,GasA,Y,2,0,4,7,1
854,12095,1964,GasA,Y,1,1,3,7,2
855,17920,1955,GasA,Y,1,1,3,6,2
856,6897,1962,GasA,Y,1,1,3,6,1
857,10970,1978,GasA,Y,1,0,3,5,2
858,8125,1994,GasA,Y,2,1,3,6,2
859,10400,1976,GasA,Y,2,0,3,6,2
860,11029,1968,GasA,Y,2,1,4,9,2
861,7642,1918,GasA,Y,1,1,3,7,1
862,11625,1965,GasA,Y,1,1,3,6,2
863,9672,1984,GasA,Y,2,0,3,6,2
864,7931,1959,GasA,Y,1,0,3,6,1
865,8640,2007,GasA,Y,2,0,3,6,2
866,8750,1970,GasA,Y,1,0,3,5,2
867,10656,2006,GasA,Y,2,0,3,6,3
868,6970,1961,GasA,Y,1,1,3,5,2
869,14762,1948,GasA,Y,2,0,2,7,2
870,9938,1993,GasA,Y,2,1,3,8,2
871,6600,1962,GasA,N,1,0,2,5,1
872,8750,1998,GasA,Y,2,1,3,7,2
873,8892,1953,GasA,Y,1,0,3,5,2
874,12144,1949,GasA,Y,1,0,3,6,1
875,5720,1941,GasA,Y,1,1,3,5,1
876,9000,2007,GasA,Y,2,1,4,11,2
877,25286,1963,GasA,Y,1,0,3,5,2
878,8834,2004,GasA,Y,2,1,4,10,3
879,11782,1961,GasA,Y,1,0,3,6,2
880,7000,1978,GasA,Y,1,0,3,6,1
881,7024,2005,GasA,Y,1,1,2,5,2
882,13758,1990,GasA,Y,2,1,3,7,2
883,9636,1992,GasA,Y,2,1,3,7,2
884,6204,1912,GasA,N,1,0,5,10,1
885,7150,1967,GasA,Y,1,0,3,5,1
886,5119,1999,GasA,Y,2,0,2,5,2
887,8393,1959,GasA,Y,2,0,4,8,2
888,16466,1955,GasA,Y,1,1,3,8,1
889,15865,1970,GasA,Y,2,0,4,8,2
890,12160,1953,GasA,Y,1,0,2,6,2
891,8064,1949,GasA,Y,1,0,3,6,2
892,11184,1978,GasA,Y,2,1,3,7,2
893,8414,1963,GasA,Y,1,0,3,6,1
894,13284,1954,GasA,Y,1,0,3,6,1
895,7018,1979,GasA,Y,2,0,4,8,2
896,7056,1963,GasA,Y,1,1,4,8,2
897,8765,1936,GasA,N,1,0,2,6,1
898,7018,1979,GasA,Y,2,0,6,12,2
899,12919,2009,GasA,Y,2,1,2,11,3
900,6993,1961,GasA,Y,1,0,3,6,1
901,7340,1971,GasA,Y,1,0,2,4,1
902,8712,1957,GasA,Y,1,0,2,5,1
903,7875,2003,GasA,Y,2,1,3,8,2
904,14859,2006,GasA,Y,2,0,3,7,3
905,6173,1967,GasA,Y,1,0,3,6,1
906,9920,1954,GasA,Y,1,0,3,6,1
907,13501,2006,GasA,Y,2,0,3,8,3
908,11500,1936,GasA,Y,1,1,3,6,1
909,8885,1983,GasA,Y,1,0,2,5,2
910,12589,2005,GasA,Y,2,1,3,8,2
911,11600,1960,GasA,Y,2,0,5,12,2
912,9286,1977,GasA,Y,1,1,3,5,1
913,6120,1925,GasA,N,1,0,3,6,1
914,6270,1949,GasA,N,2,0,4,8,3
915,3000,2009,GasA,Y,2,1,2,4,2
916,2001,1970,GasA,Y,1,1,3,6,1
917,9000,1949,GasA,N,0,0,1,4,1
918,17140,1956,GasA,Y,1,0,3,6,1
919,13125,1991,GasA,Y,2,1,4,8,3
920,11029,1958,GasA,Y,1,0,3,6,2
921,8462,1994,GasA,Y,2,1,3,7,2
922,8777,1900,GasA,Y,2,2,4,9,0
923,10237,2005,GasA,Y,2,0,3,6,2
924,8012,1993,GasA,Y,2,0,2,5,2
925,10240,1980,GasA,Y,2,0,3,7,2
926,15611,1977,GasA,Y,2,0,3,6,2
927,11999,2003,GasA,Y,2,1,4,10,3
928,9900,1968,GasA,Y,2,1,4,9,2
929,11838,2001,GasA,Y,2,0,3,7,2
930,13006,1997,GasA,Y,2,1,4,8,2
931,8925,2007,GasA,Y,2,0,3,7,3
932,9100,1965,GasA,Y,1,0,2,5,1
933,11670,2006,GasA,Y,2,0,3,8,3
934,8487,2004,GasA,Y,2,0,3,6,2
935,27650,1960,GasA,Y,2,0,4,9,2
936,5825,1926,GasA,Y,1,0,1,5,2
937,10083,2003,GasA,Y,2,0,2,5,2
938,9675,2005,GasA,Y,2,1,3,8,2
939,8760,2006,GasA,Y,2,1,3,7,3
940,24090,1940,GasA,Y,2,0,4,10,1
941,12640,1976,GasA,Y,2,0,4,8,2
942,8755,1999,GasA,Y,2,1,3,8,2
943,7711,1977,GasA,Y,2,0,4,8,0
944,25000,1967,GasA,Y,2,0,4,8,2
945,14375,1958,GasA,Y,1,0,3,7,2
946,8820,1890,GasA,Y,1,0,2,7,2
947,8163,1959,GasA,Y,1,0,3,6,1
948,14536,2002,GasA,Y,2,0,3,9,3
949,14006,2002,GasA,Y,2,1,3,7,2
950,9360,1972,GasA,Y,1,1,3,5,2
951,7200,1950,GasA,Y,1,0,3,5,2
952,7800,1965,GasA,Y,1,0,3,6,1
953,7200,1972,GasA,Y,1,0,2,5,1
954,11075,1969,GasA,Y,2,1,4,7,2
955,9400,1975,GasA,Y,2,0,4,4,0
956,7136,1946,GasA,N,2,0,4,8,2
957,1300,1980,GasA,Y,1,1,2,5,2
958,7420,1962,GasA,Y,1,0,3,6,2
959,8450,2003,GasA,Y,2,0,3,6,2
960,2572,1999,GasA,Y,2,1,3,6,2
961,7207,1958,GasA,Y,1,0,2,4,0
962,12227,1977,GasA,Y,2,1,4,11,2
963,2308,1976,GasA,Y,2,1,3,7,2
964,11923,2007,GasA,Y,2,0,2,7,2
965,11316,2002,GasA,Y,2,1,4,8,2
966,10237,2005,GasA,Y,2,1,3,8,2
967,9600,1940,GasA,Y,1,1,2,7,1
968,7390,1955,GasA,Y,1,0,3,6,1
969,5925,1910,Grav,N,1,0,2,6,0
970,10382,1958,GasA,Y,1,0,2,6,1
971,10800,1949,GasA,N,1,1,4,6,0
972,2268,2003,GasA,Y,2,0,2,6,2
973,7892,1979,GasA,Y,2,0,2,5,1
974,11639,2007,GasA,Y,2,0,3,6,2
975,11414,1910,GasA,N,1,0,3,8,2
976,2651,2000,GasA,Y,2,1,3,6,2
977,5900,1923,GasA,Y,1,0,2,4,0
978,4274,2006,GasA,Y,1,1,1,4,2
979,9450,1954,GasA,Y,1,0,3,5,2
980,8816,1963,GasA,Y,1,0,3,5,2
981,12122,1961,GasA,Y,1,0,3,6,2
982,12203,1998,GasA,Y,2,1,4,8,3
983,3182,2007,GasA,Y,2,0,2,6,2
984,11250,2002,GasA,Y,2,1,4,9,2
985,10125,1977,GasA,Y,2,0,4,8,2
986,10880,1950,GasW,N,1,0,3,5,1
987,5310,1910,GasA,Y,1,0,2,5,1
988,10159,2009,GasA,Y,2,1,3,8,3
989,12046,1976,GasA,Y,2,1,4,8,2
990,8125,2006,GasA,Y,2,1,3,6,2
991,9452,1997,GasA,Y,2,1,3,7,3
992,17671,1882,GasA,Y,1,1,4,8,2
993,9760,1964,GasA,Y,2,1,3,7,2
994,8846,2005,GasA,Y,2,1,3,6,2
995,12456,2006,GasA,Y,2,0,3,7,3
996,4712,1946,GasA,Y,1,1,3,5,1
997,10659,1961,GasA,Y,1,0,3,6,1
998,11717,1970,GasA,Y,2,0,2,6,2
999,9786,1922,GasA,N,1,0,3,6,1
1000,6762,2006,GasA,Y,2,0,2,6,2
1001,10206,1952,GasW,N,1,0,2,4,2
1002,5400,1920,GasA,Y,1,0,2,4,1
1003,11957,2006,GasA,Y,2,0,3,7,3
1004,11500,1976,GasA,Y,2,0,4,8,2
1005,3182,2005,GasA,Y,2,0,1,7,2
1006,8385,1977,GasA,Y,2,0,3,6,1
1007,12155,1970,GasA,Y,2,0,3,7,2
1008,2217,1970,GasA,Y,1,1,3,6,1
1009,12118,2004,GasA,Y,2,0,3,7,2
1010,6000,1926,GasA,Y,2,0,4,7,0
1011,21286,1948,GasA,Y,2,0,4,7,1
1012,9825,1965,GasA,N,2,0,4,8,0
1013,10592,1923,GasA,Y,1,1,3,7,1
1014,7200,1910,GasW,N,1,0,2,4,1
1015,11664,1948,GasA,Y,1,0,2,5,1
1016,8400,2001,GasA,Y,2,1,3,6,2
1017,11883,1996,GasA,Y,2,0,3,6,2
1018,5814,1984,GasA,Y,1,0,1,4,2
1019,10784,1991,GasA,Y,2,1,3,7,2
1020,3013,2005,GasA,Y,2,0,2,6,2
1021,7024,2005,GasA,Y,1,1,2,5,2
1022,7406,2006,GasA,Y,2,0,2,6,2
1023,9439,1930,GasA,Y,1,0,2,6,1
1024,3182,2005,GasA,Y,2,0,2,7,2
1025,15498,1976,GasA,Y,2,0,2,10,2
1026,7700,1972,GasA,Y,1,0,3,5,2
1027,9300,1960,GasA,Y,1,0,3,6,2
1028,9520,2007,GasA,Y,2,0,3,7,3
1029,9492,1941,GasA,Y,1,0,3,6,1
1030,1680,1972,GasA,Y,1,1,3,7,1
1031,7082,1916,GasA,Y,2,0,5,10,0
1032,15863,1920,GasA,Y,2,1,5,12,2
1033,14541,1993,GasA,Y,2,1,5,10,3
1034,8125,2002,GasA,Y,2,0,3,6,3
1035,6305,1938,GasA,Y,1,0,2,5,1
1036,11500,1957,GasA,N,1,0,3,5,1
1037,12898,2007,GasA,Y,2,0,2,6,3
1038,9240,2001,GasA,Y,2,1,3,7,2
1039,1533,1970,GasA,Y,1,1,3,6,0
1040,1477,1970,GasA,Y,1,0,1,3,1
1041,13125,1957,GasA,Y,2,0,3,8,2
1042,9130,1966,GasA,Y,1,1,4,7,2
1043,5381,2005,GasA,Y,2,0,1,5,2
1044,11839,1990,GasA,Y,2,1,4,10,2
1045,9600,1981,GasA,Y,2,1,4,9,2
1046,13680,1955,GasA,Y,2,0,4,8,2
1047,16056,2005,GasA,Y,3,1,4,11,3
1048,9245,1994,GasA,Y,1,0,3,5,2
1049,21750,1960,GasA,Y,1,0,3,9,2
1050,11100,1946,GasA,Y,1,0,2,6,1
1051,8993,2007,GasA,Y,2,0,3,6,2
1052,11175,2007,GasA,Y,2,0,3,6,2
1053,9500,1964,GasA,Y,1,1,4,9,2
1054,8562,1957,GasA,Y,1,0,4,7,1
1055,11367,2002,GasA,Y,2,1,3,7,2
1056,11361,1976,GasA,Y,2,0,3,7,2
1057,7052,2005,GasA,Y,2,0,2,6,2
1058,29959,1994,GasA,Y,2,1,3,7,2
1059,11308,2008,GasA,Y,2,1,3,10,3
1060,11275,1932,GasA,Y,1,1,3,7,2
1061,4920,2001,GasA,Y,2,0,2,6,2
1062,18000,1935,GasA,Y,1,0,2,6,3
1063,13600,1900,GasA,N,2,0,5,10,2
1064,6000,1925,GasA,Y,1,0,2,5,2
1065,11000,1966,GasA,Y,1,1,3,6,2
1066,14000,1996,GasA,Y,2,1,3,7,2
1067,7837,1993,GasA,Y,2,1,3,7,2
1068,9760,1964,GasA,Y,1,1,4,7,2
1069,3964,1973,GasA,Y,2,1,5,10,2
1070,9600,1949,GasA,Y,1,0,2,4,2
1071,10152,1956,GasA,Y,1,0,3,6,1
1072,11700,1968,GasA,Y,1,1,4,8,2
1073,7585,1948,GasA,Y,1,0,4,7,1
1074,7950,1977,GasA,Y,1,1,3,6,2
1075,8556,2006,GasA,Y,2,0,2,5,3
1076,13125,1940,GasA,Y,1,1,3,6,1
1077,10800,1936,GasA,Y,2,0,3,7,2
1078,15870,1969,GasA,Y,1,0,3,6,1
1079,4435,2004,GasA,Y,1,0,1,3,2
1080,8775,1994,GasA,Y,1,0,3,5,1
1081,11040,1971,GasA,Y,2,0,3,5,2
1082,7500,1963,GasA,Y,1,1,3,5,1
1083,8749,2002,GasA,Y,2,0,3,6,2
1084,8800,1964,GasA,Y,1,0,3,6,1
1085,13031,1995,GasA,Y,2,1,3,6,2
1086,9069,1992,GasA,Y,1,0,2,5,2
1087,1974,1973,GasA,Y,1,1,3,6,1
1088,10574,2005,GasA,Y,2,1,3,9,3
1089,2522,2004,GasA,Y,2,0,3,7,2
1090,3316,2005,GasA,Y,1,1,1,4,2
1091,8544,1950,Wall,N,2,0,2,6,2
1092,2160,1999,GasA,Y,2,1,2,4,2
1093,8400,1925,GasA,Y,2,0,4,7,2
1094,9230,1965,GasA,Y,1,1,1,6,2
1095,5868,1956,GasA,Y,1,0,2,4,1
1096,9317,2006,GasA,Y,2,0,3,6,2
1097,6882,1914,GasA,Y,1,1,3,7,0
1098,3696,1986,GasA,Y,1,1,2,5,2
1099,6000,1936,GasA,Y,1,0,3,6,1
1100,11880,1978,GasA,Y,2,0,3,7,2
1101,8400,1920,GasA,N,1,0,1,3,1
1102,9758,1971,GasA,Y,1,0,3,5,1
1103,7000,1960,GasA,Y,1,0,2,6,1
1104,8910,1959,GasA,Y,1,0,3,6,2
1105,2016,1970,GasA,Y,2,1,3,6,2
1106,12256,1994,GasA,Y,2,1,3,9,2
1107,10357,1990,GasA,Y,2,0,3,6,2
1108,23257,2006,GasA,Y,2,1,3,9,2
1109,8063,2000,GasA,Y,2,1,3,7,2
1110,11362,2004,GasA,Y,2,0,3,7,3
