Id,YrSold,SaleType,SaleCondition,SalePrice
926,2008,WD,Abnorml,175000
927,2007,WD,Normal,285000
928,2008,WD,Normal,176000
929,2009,WD,Normal,236500
930,2006,WD,Normal,222000
931,2009,WD,Normal,201000
932,2009,WD,Normal,117500
933,2007,WD,Normal,320000
934,2009,WD,Normal,190000
935,2008,WD,Normal,242000
936,2006,WD,Normal,79900
937,2009,WD,Normal,184900
938,2009,WD,Normal,253000
939,2006,New,Partial,239799
940,2010,COD,Normal,244400
941,2006,WD,Normal,150900
942,2009,WD,Normal,214000
943,2007,Oth,Abnorml,150000
944,2007,WD,Normal,143000
945,2009,COD,Abnorml,137500
946,2009,WD,Normal,124900
947,2006,WD,Normal,143000
948,2007,WD,Normal,270000
949,2006,WD,Normal,192500
950,2010,WD,Normal,197500
951,2007,WD,Normal,129000
952,2006,WD,Abnorml,119900
953,2009,WD,Normal,133900
954,2008,WD,Normal,172000
955,2006,WD,AdjLand,127500
956,2007,WD,Normal,145000
957,2009,WD,Normal,124000
958,2007,WD,Normal,132000
959,2007,WD,Normal,185000
960,2010,WD,Normal,155000
961,2010,WD,Normal,116500
962,2008,WD,Normal,272000
963,2007,WD,Normal,155000
964,2009,WD,Normal,239000
965,2010,WD,Normal,214900
966,2007,New,Partial,178900
967,2009,WD,Normal,160000
968,2008,WD,Normal,135000
969,2009,WD,Abnorml,37900
970,2006,ConLD,Normal,140000
971,2006,WD,Abnorml,135000
972,2009,WD,Normal,173000
973,2010,WD,Normal,99500
974,2008,New,Partial,182000
975,2009,WD,Normal,167500
976,2006,WD,Normal,165000
977,2006,WD,Normal,85500
978,2007,New,Partial,199900
979,2007,WD,Abnorml,110000
980,2009,WD,Normal,139000
981,2008,WD,Normal,178400
982,2009,WD,Normal,336000
983,2008,WD,Normal,159895
984,2008,WD,Normal,255900
985,2009,COD,Normal,126000
986,2008,ConLD,Normal,125000
987,2006,WD,Normal,117000
988,2010,New,Partial,395192
989,2007,WD,Normal,195000
990,2006,New,Partial,197000
991,2006,WD,Normal,348000
992,2009,WD,Normal,168000
993,2007,WD,Normal,187000
994,2006,New,Partial,173900
995,2009,WD,Normal,337500
996,2006,WD,Abnorml,121600
997,2006,COD,Normal,136500
998,2009,WD,Normal,185000
999,2006,WD,Normal,91000
1000,2010,WD,Normal,206000
1001,2009,WD,Normal,82000
1002,2007,WD,Abnorml,86000
1003,2008,WD,Normal,232000
1004,2007,WD,Normal,136905
1005,2009,WD,Normal,181000
1006,2008,WD,Normal,149900
1007,2007,WD,Normal,163500
1008,2009,WD,Normal,88000
1009,2009,WD,Normal,240000
1010,2006,WD,Normal,102000
1011,2008,WD,Normal,135000
1012,2010,WD,Normal,100000
1013,2007,WD,Normal,165000
1014,2009,WD,Normal,85000
1015,2007,WD,Normal,119200
1016,2009,WD,Normal,227000
1017,2009,WD,Normal,203000
1018,2009,COD,Abnorml,187500
1019,2007,WD,Normal,160000
1020,2006,WD,Normal,213490
1021,2008,WD,Normal,176000
1022,2006,New,Partial,194000
1023,2007,WD,Normal,87000
1024,2008,WD,Normal,191000
1025,2008,COD,Abnorml,287000
1026,2007,WD,Normal,112500
1027,2010,WD,Normal,167500
1028,2008,New,Partial,293077
1029,2007,WD,Normal,105000
1030,2006,WD,Normal,118000
1031,2006,WD,Normal,160000
1032,2009,WD,Normal,197000
1033,2006,WD,Abnorml,310000
1034,2006,WD,Normal,230000
1035,2007,WD,Normal,119750
1036,2009,WD,Normal,84000
1037,2009,WD,Normal,315500
1038,2008,WD,Normal,287000
1039,2009,WD,Normal,97000
1040,2009,WD,Normal,80000
1041,2006,WD,Normal,155000
1042,2008,WD,Normal,173000
1043,2009,WD,Normal,196000
1044,2008,WD,Normal,262280
1045,2009,WD,Normal,278000
1046,2009,WD,Normal,139600
1047,2006,New,Partial,556581
1048,2008,WD,Normal,145000
1049,2009,WD,Normal,115000
1050,2010,WD,Abnorml,84900
1051,2007,New,Partial,176485
1052,2007,New,Partial,200141
1053,2007,WD,Normal,165000
1054,2010,WD,Normal,144500
1055,2006,WD,Normal,255000
1056,2008,COD,Abnorml,180000
1057,2006,WD,Normal,185850
1058,2009,WD,Normal,248000
1059,2009,WD,Normal,335000
1060,2007,WD,Normal,220000
1061,2010,WD,Normal,213500
1062,2008,ConLD,Normal,81000
1063,2007,WD,Normal,90000
1064,2006,WD,Normal,110500
1065,2009,WD,Normal,154000
1066,2010,WD,Normal,328000
1067,2009,WD,Normal,178000
1068,2008,WD,Normal,167900
1069,2006,WD,Normal,151400
1070,2007,WD,Normal,135000
1071,2007,WD,Normal,135000
1072,2009,WD,Normal,154000
1073,2006,WD,Normal,91500
1074,2009,WD,Normal,159500
1075,2007,WD,Normal,194000
1076,2007,CWD,Normal,219500
1077,2006,WD,Normal,170000
1078,2006,WD,Abnorml,138800
1079,2006,WD,Normal,155900
1080,2007,WD,Normal,126000
1081,2008,COD,Abnorml,145000
1082,2010,WD,Normal,133000
1083,2007,WD,Normal,192000
1084,2006,WD,Normal,160000
1085,2006,WD,Normal,187500
1086,2010,WD,Normal,147000
1087,2010,WD,Normal,83500
1088,2009,WD,Normal,252000
1089,2006,WD,Normal,137500
1090,2006,WD,Normal,197000
1091,2009,WD,Normal,92900
1092,2008,WD,Normal,160000
1093,2008,WD,Normal,136500
1094,2006,WD,Normal,146000
1095,2010,WD,Normal,129000
1096,2007,WD,Normal,176432
1097,2007,WD,Normal,127000
1098,2007,WD,Normal,170000
1099,2009,WD,Normal,128000
1100,2009,COD,Abnorml,157000
1101,2009,WD,Normal,60000
1102,2007,WD,Normal,119500
1103,2007,WD,Family,135000
1104,2006,WD,Normal,159500
1105,2007,WD,Normal,106000
1106,2010,WD,Normal,325000
1107,2007,WD,Normal,179900
1108,2006,New,Partial,274725
1109,2007,WD,Abnorml,181000
1110,2009,WD,Normal,280000
1111,2008,WD,Normal,188000
1112,2008,WD,Normal,205000
1113,2006,WD,Normal,129900
1114,2007,WD,Normal,134500
1115,2006,WD,Normal,117000
1116,2007,New,Partial,318000
1117,2009,WD,Normal,184100
1118,2008,WD,Normal,130000
1119,2008,WD,Normal,140000
1120,2006,WD,Normal,133700
1121,2007,WD,Normal,118400
1122,2006,New,Partial,212900
1123,2009,COD,Abnorml,112000
1124,2009,WD,Normal,118000
1125,2007,WD,Normal,163900
1126,2009,WD,Normal,115000
1127,2009,WD,Normal,174000
1128,2007,WD,Family,259000
1129,2007,WD,Normal,215000
1130,2007,WD,Normal,140000
1131,2009,WD,Normal,135000
1132,2007,Oth,Abnorml,93500
1133,2007,WD,Normal,117500
1134,2009,WD,Normal,239500
1135,2007,WD,Normal,169000
1136,2007,WD,Normal,102000
1137,2008,WD,Abnorml,119000
1138,2010,WD,Normal,94000
1139,2009,WD,Normal,196000
1140,2007,WD,Normal,144000
1141,2008,COD,Abnorml,139000
1142,2009,WD,Normal,197500
1143,2007,New,Partial,424870
1144,2008,WD,Normal,80000
1145,2010,WD,Normal,80000
1146,2006,WD,Family,149000
1147,2006,WD,Normal,180000
1148,2009,WD,Normal,174500
1149,2008,WD,Normal,116900
1150,2009,WD,Normal,143000
1151,2007,WD,Normal,124000
1152,2006,WD,Normal,149900
1153,2006,WD,Abnorml,230000
1154,2008,WD,Normal,120500
1155,2008,WD,Normal,201800
1156,2007,WD,Normal,218000
1157,2008,WD,Normal,179900
1158,2009,WD,Normal,230000
1159,2008,ConLD,Partial,235128
1160,2008,WD,Normal,185000
1161,2010,WD,Normal,146000
1162,2008,WD,Normal,224000
1163,2007,WD,Normal,129000
1164,2008,WD,Alloca,108959
1165,2007,WD,Normal,194000
1166,2009,New,Partial,233170
1167,2010,WD,Normal,245350
1168,2006,WD,Normal,173000
1169,2008,WD,Normal,235000
1170,2006,WD,Normal,625000
1171,2008,WD,Normal,171000
1172,2008,WD,Normal,163000
1173,2008,WD,Normal,171900
1174,2007,WD,Normal,200500
1175,2006,WD,Normal,239000
1176,2007,WD,Normal,285000
1177,2008,WD,Normal,119500
1178,2009,WD,Normal,115000
1179,2009,WD,Normal,154900
1180,2006,WD,Normal,93000
1181,2006,WD,Normal,250000
1182,2008,New,Partial,392500
1183,2007,WD,Abnorml,745000
1184,2006,WD,Normal,120000
1185,2007,WD,Normal,186700
1186,2006,WD,Normal,104900
1187,2009,WD,Abnorml,95000
1188,2006,WD,Normal,262000
1189,2009,WD,Normal,195000
1190,2010,WD,Normal,189000
1191,2007,WD,Normal,168000
1192,2007,WD,Normal,174000
1193,2007,WD,Normal,125000
1194,2009,WD,Normal,165000
1195,2010,WD,Normal,158000
1196,2008,WD,Normal,176000
1197,2006,New,Partial,219210
1198,2006,ConLw,Normal,144000
1199,2009,WD,Normal,178000
1200,2006,WD,Normal,148000
1201,2006,Oth,Abnorml,116050
1202,2009,WD,Normal,197900
1203,2009,WD,Normal,117000
1204,2009,WD,Normal,213000
1205,2006,WD,Normal,153500
1206,2009,WD,Normal,271900
1207,2006,WD,Normal,107000
1208,2006,WD,Normal,200000
1209,2008,WD,Normal,140000
1210,2006,New,Partial,290000
1211,2010,WD,Normal,189000
1212,2010,WD,Normal,164000
1213,2009,WD,Normal,113000
1214,2006,WD,Normal,145000
1215,2006,WD,Normal,134500
1216,2007,WD,Normal,125000
1217,2010,WD,Normal,112000
1218,2009,New,Partial,229456
1219,2006,WD,Normal,80500
1220,2006,WD,Abnorml,91500
1221,2006,WD,Abnorml,115000
1222,2008,WD,Normal,134000
1223,2007,WD,Normal,143000
1224,2006,WD,Normal,137900
1225,2008,WD,Normal,184000
1226,2007,WD,Normal,145000
1227,2008,WD,Normal,214000
1228,2008,WD,Normal,147000
1229,2008,New,Partial,367294
1230,2008,WD,Normal,127000
1231,2007,WD,Normal,190000
1232,2006,WD,Normal,132500
1233,2007,WD,Normal,101800
1234,2010,COD,Abnorml,142000
1235,2008,WD,Abnorml,130000
1236,2006,WD,Normal,138887
1237,2010,WD,Normal,175500
1238,2006,WD,Normal,195000
1239,2006,WD,Abnorml,142500
1240,2007,WD,Normal,265900
1241,2008,WD,Normal,224900
1242,2007,New,Partial,248328
1243,2010,WD,Family,170000
1244,2006,New,Partial,465000
1245,2006,WD,Normal,230000
1246,2007,WD,Abnorml,178000
1247,2006,New,Partial,186500
1248,2010,WD,Normal,169900
1249,2008,WD,Normal,129500
1250,2007,WD,Normal,119000
1251,2010,WD,Normal,244000
1252,2006,WD,Normal,171750
1253,2009,WD,Normal,130000
1254,2007,WD,Normal,294000
1255,2008,WD,Normal,165400
1256,2007,WD,Normal,127500
1257,2008,WD,Normal,301500
1258,2009,WD,Normal,99900
1259,2008,WD,Normal,190000
1260,2008,WD,Normal,151000
1261,2009,WD,Normal,181000
1262,2009,WD,Normal,128900
1263,2009,WD,Normal,161500
1264,2007,WD,Normal,180500
1265,2008,COD,Abnorml,181000
1266,2006,WD,Normal,183900
1267,2007,WD,Normal,122000
1268,2010,WD,Normal,378500
1269,2008,WD,Normal,381000
1270,2007,WD,Normal,144000
1271,2010,WD,Normal,260000
1272,2009,WD,Normal,185750
1273,2006,WD,Normal,137000
1274,2008,WD,Normal,177000
1275,2007,WD,Normal,139000
1276,2007,WD,Normal,137000
1277,2009,WD,Normal,162000
1278,2009,WD,Normal,197900
1279,2008,WD,Normal,237000
1280,2010,COD,Abnorml,68400
1281,2009,WD,Normal,227000
1282,2006,WD,Normal,180000
1283,2009,WD,Normal,150500
1284,2010,WD,Normal,139000
1285,2010,WD,Normal,169000
1286,2009,WD,Normal,132500
1287,2010,WD,Normal,143000
1288,2006,WD,Normal,190000
1289,2009,WD,Normal,278000
1290,2006,New,Partial,281000
1291,2010,WD,Normal,180500
1292,2009,WD,Normal,119500
1293,2009,WD,Normal,107500
1294,2006,WD,Normal,162900
1295,2006,WD,Normal,115000
1296,2006,WD,Normal,138500
1297,2008,WD,Normal,155000
1298,2006,New,Partial,140000
1299,2008,New,Partial,160000
1300,2010,WD,Normal,154000
1301,2009,WD,Normal,225000
1302,2009,WD,Normal,177500
1303,2006,WD,Normal,290000
1304,2006,WD,Normal,232000
1305,2006,WD,Normal,130000
1306,2009,WD,Normal,325000
1307,2006,New,Partial,202500
1308,2009,WD,Normal,138000
1309,2008,WD,Normal,147000
1310,2008,WD,Normal,179200
1311,2010,WD,Normal,335000
1312,2007,New,Partial,203000
1313,2007,WD,Normal,302000
1314,2010,WD,Normal,333168
1315,2007,WD,Normal,119000
1316,2008,WD,Normal,206900
1317,2009,WD,Normal,295493
1318,2007,New,Partial,208900
1319,2006,WD,Normal,275000
1320,2007,WD,Normal,111000
1321,2009,WD,Normal,156500
1322,2008,WD,Normal,72500
1323,2010,WD,Normal,190000
1324,2009,WD,Normal,82500
1325,2007,New,Partial,147000
1326,2008,WD,Normal,55000
1327,2007,WD,Normal,79000
1328,2008,WD,Normal,130500
1329,2008,WD,Normal,256000
1330,2006,WD,Normal,176500
1331,2007,WD,Normal,227000
1332,2006,WD,Normal,132500
1333,2009,WD,Normal,100000
1334,2006,WD,Normal,125500
1335,2009,WD,Normal,125000
1336,2009,WD,Normal,167900
1337,2008,WD,Normal,135000
1338,2006,WD,Normal,52500
1339,2006,WD,Normal,200000
1340,2006,WD,Normal,128500
1341,2007,WD,Normal,123000
1342,2008,WD,Normal,155000
1343,2007,WD,Normal,228500
1344,2009,WD,Normal,177000
1345,2007,New,Partial,155835
1346,2007,WD,Normal,108500
1347,2006,WD,Normal,262500
1348,2007,New,Partial,283463
1349,2007,WD,Normal,215000
1350,2008,WD,Normal,122000
1351,2009,WD,Normal,200000
1352,2008,WD,Normal,171000
1353,2009,WD,Normal,134900
1354,2010,WD,Normal,410000
1355,2008,WD,Normal,235000
1356,2006,WD,Normal,170000
1357,2008,WD,Normal,110000
1358,2010,WD,Normal,149900
1359,2010,WD,Normal,177500
1360,2006,WD,Normal,315000
1361,2008,WD,Normal,189000
1362,2009,WD,Normal,260000
1363,2009,WD,Normal,104900
1364,2007,New,Partial,156932
1365,2006,WD,Abnorml,144152
1366,2010,WD,Normal,216000
1367,2008,WD,Abnorml,193000
1368,2006,WD,Normal,127000
1369,2009,WD,Normal,144000
1370,2010,WD,Normal,232000
1371,2009,WD,Normal,105000
1372,2008,WD,Normal,165500
1373,2006,WD,Normal,274300
1374,2007,WD,Normal,466500
1375,2008,WD,Normal,250000
1376,2007,New,Partial,239000
1377,2008,WD,Normal,91000
1378,2009,WD,Normal,117000
1379,2006,WD,Normal,83000
1380,2008,WD,Normal,167500
1381,2010,WD,Normal,58500
1382,2008,WD,Normal,237500
1383,2006,WD,Normal,157000
1384,2007,WD,Normal,112000
1385,2009,WD,Normal,105000
1386,2010,WD,Normal,125500
1387,2006,WD,Normal,250000
1388,2007,CWD,Family,136000
1389,2009,WD,Normal,377500
1390,2007,WD,Normal,131000
1391,2006,WD,Normal,235000
1392,2009,WD,Normal,124000
1393,2006,WD,Normal,123000
1394,2008,WD,Normal,163000
1395,2006,New,Partial,246578
1396,2007,WD,Normal,281213
1397,2010,WD,Normal,160000
1398,2007,WD,Normal,137500
1399,2009,WD,Normal,138000
1400,2009,WD,Normal,137450
1401,2008,WD,Normal,120000
1402,2008,WD,Normal,193000
1403,2006,New,Partial,193879
1404,2007,WD,Normal,282922
1405,2006,WD,Family,105000
1406,2008,WD,Normal,275000
1407,2009,WD,Normal,133000
1408,2009,WD,Normal,112000
1409,2010,WD,Normal,125500
1410,2008,WD,Normal,215000
1411,2009,WD,Normal,230000
1412,2009,WD,Normal,140000
1413,2009,WD,Normal,90000
1414,2009,COD,Abnorml,257000
1415,2008,WD,Normal,207000
1416,2009,WD,Normal,175900
1417,2010,WD,Normal,122500
1418,2009,WD,Normal,340000
1419,2008,COD,Normal,124000
1420,2006,WD,Normal,223000
1421,2006,WD,Normal,179900
1422,2010,WD,Normal,127500
1423,2008,WD,Normal,136500
1424,2006,WD,Alloca,274970
1425,2007,WD,Normal,144000
1426,2008,WD,Normal,142000
1427,2008,WD,Normal,271000
1428,2008,WD,Normal,140000
1429,2010,WD,Abnorml,119000
1430,2007,WD,Normal,182900
1431,2006,WD,Normal,192140
1432,2009,WD,Normal,143750
1433,2007,WD,Normal,64500
1434,2008,WD,Normal,186500
1435,2006,WD,Normal,160000
1436,2008,COD,Abnorml,174000
1437,2007,WD,Normal,120500
1438,2008,New,Partial,394617
1439,2010,WD,Normal,149700
1440,2007,WD,Normal,197000
1441,2008,WD,Normal,191000
1442,2008,WD,Normal,149300
1443,2009,WD,Normal,310000
1444,2009,WD,Normal,121000
1445,2007,WD,Normal,179600
1446,2007,WD,Normal,129000
1447,2010,WD,Normal,157900
1448,2007,WD,Normal,240000
1449,2007,WD,Normal,112000
1450,2006,WD,Abnorml,92000
1451,2009,WD,Normal,136000
1452,2009,New,Partial,287090
1453,2006,WD,Normal,145000
1454,2006,WD,Abnorml,84500
1455,2009,WD,Normal,185000
1456,2007,WD,Normal,175000
1457,2010,WD,Normal,210000
1458,2010,WD,Normal,266500
1459,2010,WD,Normal,142125
1460,2008,WD,Normal,147500
